,Movie Name,Year of Release,Runtime,Genre,Movie Rating,Metascore of Movie,Votes,Gross,Description
630,All That Jazz,1979,123 ,"Drama, Music, Musical",7.8,72,33456,$37.82M,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer."
631,Run Lola Run,1998,80 ,"Action, Crime, Thriller",7.7,77,202400,$7.27M,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks."
632,Infernal Affairs,2002,101 ,"Action, Crime, Drama",8.0,75,127699,$0.17M,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop."
633,Hamlet,1996,242 ,Drama,7.7,0,39000,$4.41M,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing."
634,Finding Neverland,2004,106 ,"Biography, Drama, Family",7.7,67,209020,$51.68M,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.
635,Cabaret,1972,124 ,"Drama, Music, Musical",7.8,80,57128,$42.77M,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.
636,Stagecoach,1939,96 ,"Adventure, Drama, Western",7.8,93,51279,,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.
637,Once,2007,86 ,"Drama, Music, Romance",7.8,90,118829,$9.44M,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story."
638,Shoplifters,2018,121 ,"Crime, Drama, Thriller",7.9,93,80775,$3.31M,"On the margins of Tokyo, a dysfunctional band of outsiders are united by loyalty, a penchant for petty theft and playful grifting. When the young son is arrested, secrets are exposed that upend their tenuous, below-the-radar existence."
639,My Left Foot,1989,103 ,"Biography, Drama",7.8,97,76937,$14.74M,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot."
640,Dial M for Murder,1954,105 ,"Crime, Thriller",8.2,75,180673,$0.01M,A former tennis star arranges the murder of his adulterous wife.
641,Belle de Jour,1967,100 ,"Drama, Romance",7.7,0,46610,$0.03M,A frigid young housewife decides to spend her midweek afternoons as a prostitute.
642,Like Stars on Earth,2007,165 ,"Drama, Family",8.3,0,198109,$1.22M,"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school."
643,Black Book,2006,145 ,"Drama, Thriller, War",7.7,71,78513,$4.40M,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance."
644,The Wild Pear Tree,2018,188 ,Drama,8.0,86,25680,$0.03M,"An unpublished writer returns to his hometown after graduating, where he seeks sponsors to publish his book while dealing with his father's deteriorating indulgence into gambling."
645,Klaus,2019,96 ,"Animation, Adventure, Comedy",8.2,65,166336,#180,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions."
646,The Man from Nowhere,2010,119 ,"Action, Crime, Drama",7.7,0,72003,$0.01M,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.
647,The Artist,2011,100 ,"Comedy, Drama, Romance",7.9,89,244872,$44.67M,An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.
648,Fantasia,1940,124 ,"Animation, Family, Fantasy",7.7,96,99821,$76.41M,"A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred."
649,Togo,2019,113 ,"Adventure, Biography, Drama",7.9,69,51957,,"The story of Togo, the sled dog who led the 1925 serum run despite being considered too small and weak to lead such an intense race."
650,Double Indemnity,1944,107 ,"Crime, Drama, Film-Noir",8.3,95,160899,$5.72M,"A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator."
651,The African Queen,1951,105 ,"Adventure, Drama, Romance",7.7,91,81271,$0.54M,"In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship."
652,Mother,2009,129 ,"Crime, Drama, Mystery",7.7,79,67658,$0.55M,A mother desperately searches for the killer who framed her son for a girl's horrific murder.
653,Dancer in the Dark,2000,140 ,"Crime, Drama, Musical",7.9,61,113094,$4.18M,An Eastern European US immigrant with a love for musicals has to cope with the gradual loss of her vision.
654,Kaithi,2019,145 ,"Action, Adventure, Crime",8.4,0,36160,,"Dilli, an ex-convict, endeavours to meet his daughter for the first time after leaving prison. However, his attempts are interrupted due to a drug raid planned by Inspector Bejoy."
655,The Killing Fields,1984,141 ,"Biography, Drama, History",7.8,76,57259,$34.70M,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians."
656,Gangs of Wasseypur,2012,321 ,"Action, Comedy, Crime",8.2,89,99401,,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations."
657,Kramer vs. Kramer,1979,105 ,Drama,7.8,77,149539,$106.26M,"After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation."
658,Kubo and the Two Strings,2016,101 ,"Animation, Action, Adventure",7.7,84,133714,$48.02M,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.
659,The Lion in Winter,1968,134 ,"Biography, Drama, History",7.9,0,32633,$22.28M,"1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a decision."
660,Miller's Crossing,1990,115 ,"Crime, Drama, Thriller",7.7,66,138313,$5.08M,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties."
661,All About Eve,1950,138 ,Drama,8.2,98,134116,$0.01M,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.
662,Paper Moon,1973,102 ,"Comedy, Crime, Drama",8.1,77,49785,$30.93M,"During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership."
663,Gaslight,1944,114 ,"Crime, Drama, Mystery",7.8,78,31329,,"Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the home rises from a secret that may require driving his wife insane."
664,Badlands,1973,94 ,"Action, Crime, Drama",7.7,93,75354,,"An impressionable teenage girl from a dead-end town, and her older greaser boyfriend, embark on a killing spree in the South Dakota Badlands."
665,Gandhi,1982,191 ,"Biography, Drama, History",8.0,79,236256,$52.77M,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.
666,Sing Street,2016,106 ,"Comedy, Drama, Music",7.9,79,97328,$3.24M,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.
667,Barton Fink,1991,116 ,"Comedy, Drama, Thriller",7.6,69,125380,$6.15M,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.
668,C.R.A.Z.Y.,2005,129 ,"Comedy, Drama",7.9,81,33514,,"A young French Canadian, one of five boys in a conservative family in the 1960s and 1970s, struggles to reconcile his emerging identity with his father's values."
669,What Ever Happened to Baby Jane?,1962,134 ,"Drama, Horror, Thriller",8.0,75,58823,$4.05M,A former child star torments her paraplegic sister in their decaying Hollywood mansion.
670,The Day the Earth Stood Still,1951,92 ,"Drama, Sci-Fi",7.8,83,83643,,"An alien lands in Washington, D.C. and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets."
671,Vikram Vedha,2017,147 ,"Action, Crime, Drama",8.2,0,47716,,"Vikram, a no-nonsense police officer, accompanied by Simon, his partner, is on the hunt to capture Vedha, a smuggler and a murderer. Vedha tries to change Vikram's life, which leads to a conflict."
672,The Day of the Jackal,1973,143 ,"Crime, Drama, Thriller",7.8,80,42574,$16.06M,"In the aftermath of France allowing Algeria's independence, a group of resentful military veterans hire a professional assassin codenamed ""Jackal"" to kill President Charles de Gaulle."
673,The Grapes of Wrath,1940,129 ,Drama,8.1,96,96181,$0.06M,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression."
674,Dangal,2016,161 ,"Action, Biography, Drama",8.3,0,197460,$12.39M,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.
675,Secrets & Lies,1996,136 ,"Comedy, Drama",8.0,91,45107,$13.42M,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London."
676,Wolfwalkers,2020,103 ,"Animation, Action, Adventure",8.0,87,35203,,A young apprentice hunter and her father journey to Ireland to help wipe out the last wolf pack. But everything changes when she befriends a free-spirited girl from a mysterious tribe rumored to transform into wolves by night.
677,Andhadhun,2018,139 ,"Crime, Mystery, Thriller",8.2,0,97241,$1.37M,"A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of."
678,"I, Daniel Blake",2016,100 ,Drama,7.8,78,62087,$0.26M,"After surviving a heart-attack, a 59-year-old carpenter must fight bureaucratic forces to receive Employment and Support Allowance."
679,Once Were Warriors,1994,102 ,"Crime, Drama",7.9,77,35506,$2.20M,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.
680,Mirror,1975,107 ,"Biography, Drama",8.0,82,49230,$0.18M,"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation."
681,Guess Who's Coming to Dinner,1967,108 ,"Comedy, Drama",7.8,63,46956,$56.70M,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.
